0 	 0.38 	 18.4483
0 	 0.397096 	 12.8115
0 	 0.414319 	 8.82263
0 	 0.431648 	 6.12128
0 	 0.44906 	 4.40158
0 	 0.466535 	 3.44016
0 	 0.484052 	 2.82394
0 	 0.501588 	 2.35949
0 	 0.519122 	 1.82235
0 	 0.536632 	 1.19401
0 	 0.554098 	 0.628933
0 	 0.571496 	 0.453245
0 	 0.588807 	 0.894089
0 	 0.606009 	 2.39072
0 	 0.62308 	 5.0949
0 	 0.64 	 9.43923

5.90164 	 0.38 	 18.6015
5.90164 	 0.397096 	 12.9207
5.90164 	 0.414319 	 8.89111
5.90164 	 0.431648 	 6.1452
5.90164 	 0.44906 	 4.39046
5.90164 	 0.466535 	 3.39709
5.90164 	 0.484052 	 2.76325
5.90164 	 0.501588 	 2.30291
5.90164 	 0.519122 	 1.77765
5.90164 	 0.536632 	 1.15888
5.90164 	 0.554098 	 0.598761
5.90164 	 0.571496 	 0.406634
5.90164 	 0.588807 	 0.815181
5.90164 	 0.606009 	 2.28851
5.90164 	 0.62308 	 4.96592
5.90164 	 0.64 	 9.28646

11.8033 	 0.38 	 18.8028
11.8033 	 0.397096 	 13.0774
11.8033 	 0.414319 	 9.00611
11.8033 	 0.431648 	 6.21297
11.8033 	 0.44906 	 4.42199
11.8033 	 0.466535 	 3.39547
11.8033 	 0.484052 	 2.72338
11.8033 	 0.501588 	 2.27457
11.8033 	 0.519122 	 1.76107
11.8033 	 0.536632 	 1.14902
11.8033 	 0.554098 	 0.596206
11.8033 	 0.571496 	 0.393695
11.8033 	 0.588807 	 0.766465
11.8033 	 0.606009 	 2.21546
11.8033 	 0.62308 	 4.8634
11.8033 	 0.64 	 9.15779

17.7049 	 0.38 	 19.047
17.7049 	 0.397096 	 13.277
17.7049 	 0.414319 	 9.16376
17.7049 	 0.431648 	 6.32129
17.7049 	 0.44906 	 4.4935
17.7049 	 0.466535 	 3.43318
17.7049 	 0.484052 	 2.71905
17.7049 	 0.501588 	 2.27102
17.7049 	 0.519122 	 1.76028
17.7049 	 0.536632 	 1.15592
17.7049 	 0.554098 	 0.607859
17.7049 	 0.571496 	 0.412742
17.7049 	 0.588807 	 0.746643
17.7049 	 0.606009 	 2.1708
17.7049 	 0.62308 	 4.78672
17.7049 	 0.64 	 9.05291

23.6066 	 0.38 	 19.3265
23.6066 	 0.397096 	 13.5128
23.6066 	 0.414319 	 9.3527
23.6066 	 0.431648 	 6.46504
23.6066 	 0.44906 	 4.60058
23.6066 	 0.466535 	 3.5064
23.6066 	 0.484052 	 2.74851
23.6066 	 0.501588 	 2.27965
23.6066 	 0.519122 	 1.77955
23.6066 	 0.536632 	 1.18424
23.6066 	 0.554098 	 0.641587
23.6066 	 0.571496 	 0.446517
23.6066 	 0.588807 	 0.753358
23.6066 	 0.606009 	 2.15205
23.6066 	 0.62308 	 4.73448
23.6066 	 0.64 	 8.97096

29.5082 	 0.38 	 19.6325
29.5082 	 0.397096 	 13.7766
29.5082 	 0.414319 	 9.56324
29.5082 	 0.431648 	 6.63742
29.5082 	 0.44906 	 4.73715
29.5082 	 0.466535 	 3.60988
29.5082 	 0.484052 	 2.80716
29.5082 	 0.501588 	 2.30512
29.5082 	 0.519122 	 1.81581
29.5082 	 0.536632 	 1.22426
29.5082 	 0.554098 	 0.686914
29.5082 	 0.571496 	 0.49903
29.5082 	 0.588807 	 0.782818
29.5082 	 0.606009 	 2.15111
29.5082 	 0.62308 	 4.70357
29.5082 	 0.64 	 8.90898

35.4098 	 0.38 	 19.954
35.4098 	 0.397096 	 14.0585
35.4098 	 0.414319 	 9.79234
35.4098 	 0.431648 	 6.8302
35.4098 	 0.44906 	 4.89578
35.4098 	 0.466535 	 3.73697
35.4098 	 0.484052 	 2.88913
35.4098 	 0.501588 	 2.34466
35.4098 	 0.519122 	 1.85503
35.4098 	 0.536632 	 1.27126
35.4098 	 0.554098 	 0.739423
35.4098 	 0.571496 	 0.552929
35.4098 	 0.588807 	 0.830725
35.4098 	 0.606009 	 2.15896
35.4098 	 0.62308 	 4.69096
35.4098 	 0.64 	 8.86459

41.3115 	 0.38 	 20.2783
41.3115 	 0.397096 	 14.3471
41.3115 	 0.414319 	 10.0296
41.3115 	 0.431648 	 7.03409
41.3115 	 0.44906 	 5.06802
41.3115 	 0.466535 	 3.87988
41.3115 	 0.484052 	 2.98746
41.3115 	 0.501588 	 2.40103
41.3115 	 0.519122 	 1.90105
41.3115 	 0.536632 	 1.32667
41.3115 	 0.554098 	 0.800832
41.3115 	 0.571496 	 0.616607
41.3115 	 0.588807 	 0.88961
41.3115 	 0.606009 	 2.17956
41.3115 	 0.62308 	 4.69265
41.3115 	 0.64 	 8.8344

47.2131 	 0.38 	 20.5924
47.2131 	 0.397096 	 14.6221
47.2131 	 0.414319 	 10.2638
47.2131 	 0.431648 	 7.23879
47.2131 	 0.44906 	 5.24457
47.2131 	 0.466535 	 4.03024
47.2131 	 0.484052 	 3.09451
47.2131 	 0.501588 	 2.4674
47.2131 	 0.519122 	 1.94782
47.2131 	 0.536632 	 1.37476
47.2131 	 0.554098 	 0.853711
47.2131 	 0.571496 	 0.676699
47.2131 	 0.588807 	 0.940573
47.2131 	 0.606009 	 2.20782
47.2131 	 0.62308 	 4.7041
47.2131 	 0.64 	 8.81457

53.1148 	 0.38 	 20.8826
53.1148 	 0.397096 	 14.8667
53.1148 	 0.414319 	 10.4833
53.1148 	 0.431648 	 7.4336
53.1148 	 0.44906 	 5.4156
53.1148 	 0.466535 	 4.16132
53.1148 	 0.484052 	 3.20236
53.1148 	 0.501588 	 2.53661
53.1148 	 0.519122 	 1.98441
53.1148 	 0.536632 	 1.42157
53.1148 	 0.554098 	 0.908059
53.1148 	 0.571496 	 0.734412
53.1148 	 0.588807 	 0.992669
53.1148 	 0.606009 	 2.23847
53.1148 	 0.62308 	 4.7206
53.1148 	 0.64 	 8.80105

59.0164 	 0.38 	 21.1232
59.0164 	 0.397096 	 15.0792
59.0164 	 0.414319 	 10.6768
59.0164 	 0.431648 	 7.608
59.0164 	 0.44906 	 5.57137
59.0164 	 0.466535 	 4.27792
59.0164 	 0.484052 	 3.30293
59.0164 	 0.501588 	 2.60158
59.0164 	 0.519122 	 2.02876
59.0164 	 0.536632 	 1.46743
59.0164 	 0.554098 	 0.946332
59.0164 	 0.571496 	 0.780768
59.0164 	 0.588807 	 1.02803
59.0164 	 0.606009 	 2.26634
59.0164 	 0.62308 	 4.7375
59.0164 	 0.64 	 8.78983

64.918 	 0.38 	 21.3038
64.918 	 0.397096 	 15.2485
64.918 	 0.414319 	 10.8339
64.918 	 0.431648 	 7.75222
64.918 	 0.44906 	 5.70277
64.918 	 0.466535 	 4.37452
64.918 	 0.484052 	 3.38859
64.918 	 0.501588 	 2.66496
64.918 	 0.519122 	 2.05095
64.918 	 0.536632 	 1.48857
64.918 	 0.554098 	 0.98763
64.918 	 0.571496 	 0.79968
64.918 	 0.588807 	 1.05639
64.918 	 0.606009 	 2.28664
64.918 	 0.62308 	 4.75051
64.918 	 0.64 	 8.77726

70.8197 	 0.38 	 21.4238
70.8197 	 0.397096 	 15.3651
70.8197 	 0.414319 	 10.9455
70.8197 	 0.431648 	 7.85776
70.8197 	 0.44906 	 5.8018
70.8197 	 0.466535 	 4.44394
70.8197 	 0.484052 	 3.45263
70.8197 	 0.501588 	 2.6995
70.8197 	 0.519122 	 2.06064
70.8197 	 0.536632 	 1.48858
70.8197 	 0.554098 	 0.994929
70.8197 	 0.571496 	 0.814801
70.8197 	 0.588807 	 1.07336
70.8197 	 0.606009 	 2.28792
70.8197 	 0.62308 	 4.75592
70.8197 	 0.64 	 8.76025

76.7213 	 0.38 	 21.4758
76.7213 	 0.397096 	 15.4216
76.7213 	 0.414319 	 11.0046
76.7213 	 0.431648 	 7.91794
76.7213 	 0.44906 	 5.8621
76.7213 	 0.466535 	 4.48047
76.7213 	 0.484052 	 3.49485
76.7213 	 0.501588 	 2.71247
76.7213 	 0.519122 	 2.05372
76.7213 	 0.536632 	 1.47469
76.7213 	 0.554098 	 0.987272
76.7213 	 0.571496 	 0.796996
76.7213 	 0.588807 	 1.06874
76.7213 	 0.606009 	 2.27303
76.7213 	 0.62308 	 4.76252
76.7213 	 0.64 	 8.75172

82.623 	 0.38 	 21.4551
82.623 	 0.397096 	 15.4134
82.623 	 0.414319 	 11.0067
82.623 	 0.431648 	 7.92829
82.623 	 0.44906 	 5.87934
82.623 	 0.466535 	 4.48029
82.623 	 0.484052 	 3.49953
82.623 	 0.501588 	 2.70072
82.623 	 0.519122 	 2.02749
82.623 	 0.536632 	 1.44347
82.623 	 0.554098 	 0.963914
82.623 	 0.571496 	 0.759344
82.623 	 0.588807 	 1.04467
82.623 	 0.606009 	 2.25268
82.623 	 0.62308 	 4.732
82.623 	 0.64 	 8.71732

88.5246 	 0.38 	 21.3603
88.5246 	 0.397096 	 15.3391
88.5246 	 0.414319 	 10.95
88.5246 	 0.431648 	 7.8869
88.5246 	 0.44906 	 5.85154
88.5246 	 0.466535 	 4.44172
88.5246 	 0.484052 	 3.47209
88.5246 	 0.501588 	 2.66285
88.5246 	 0.519122 	 1.98083
88.5246 	 0.536632 	 1.39054
88.5246 	 0.554098 	 0.923281
88.5246 	 0.571496 	 0.705837
88.5246 	 0.588807 	 1.00515
88.5246 	 0.606009 	 2.20602
88.5246 	 0.62308 	 4.68906
88.5246 	 0.64 	 8.67479

94.4262 	 0.38 	 21.1934
94.4262 	 0.397096 	 15.2
94.4262 	 0.414319 	 10.8357
94.4262 	 0.431648 	 7.79457
94.4262 	 0.44906 	 5.7792
94.4262 	 0.466535 	 4.3654
94.4262 	 0.484052 	 3.41291
94.4262 	 0.501588 	 2.59939
94.4262 	 0.519122 	 1.91438
94.4262 	 0.536632 	 1.32329
94.4262 	 0.554098 	 0.864166
94.4262 	 0.571496 	 0.637305
94.4262 	 0.588807 	 0.950873
94.4262 	 0.606009 	 2.14529
94.4262 	 0.62308 	 4.62239
94.4262 	 0.64 	 8.62499

100.328 	 0.38 	 20.9597
100.328 	 0.397096 	 15.0009
100.328 	 0.414319 	 10.6678
100.328 	 0.431648 	 7.65481
100.328 	 0.44906 	 5.66531
100.328 	 0.466535 	 4.25559
100.328 	 0.484052 	 3.32448
100.328 	 0.501588 	 2.51277
100.328 	 0.519122 	 1.83051
100.328 	 0.536632 	 1.24399
100.328 	 0.554098 	 0.79343
100.328 	 0.571496 	 0.556049
100.328 	 0.588807 	 0.883931
100.328 	 0.606009 	 2.07269
100.328 	 0.62308 	 4.54662
100.328 	 0.64 	 8.56989

106.23 	 0.38 	 20.6679
106.23 	 0.397096 	 14.7494
106.23 	 0.414319 	 10.453
106.23 	 0.431648 	 7.47369
106.23 	 0.44906 	 5.51525
106.23 	 0.466535 	 4.11402
106.23 	 0.484052 	 3.21131
106.23 	 0.501588 	 2.40725
106.23 	 0.519122 	 1.73324
106.23 	 0.536632 	 1.15643
106.23 	 0.554098 	 0.714632
106.23 	 0.571496 	 0.465752
106.23 	 0.588807 	 0.807731
106.23 	 0.606009 	 1.99164
106.23 	 0.62308 	 4.46515
106.23 	 0.64 	 8.51247

112.131 	 0.38 	 20.3289
112.131 	 0.397096 	 14.4556
112.131 	 0.414319 	 10.2007
112.131 	 0.431648 	 7.25952
112.131 	 0.44906 	 5.33651
112.131 	 0.466535 	 3.95002
112.131 	 0.484052 	 3.07977
112.131 	 0.501588 	 2.28869
112.131 	 0.519122 	 1.62803
112.131 	 0.536632 	 1.06568
112.131 	 0.554098 	 0.631384
112.131 	 0.571496 	 0.371292
112.131 	 0.588807 	 0.726826
112.131 	 0.606009 	 1.90666
112.131 	 0.62308 	 4.38232
112.131 	 0.64 	 8.45657

118.033 	 0.38 	 19.956
118.033 	 0.397096 	 14.1316
118.033 	 0.414319 	 9.92192
118.033 	 0.431648 	 7.02239
118.033 	 0.44906 	 5.12716
118.033 	 0.466535 	 3.77214
118.033 	 0.484052 	 2.9387
118.033 	 0.501588 	 2.16498
118.033 	 0.519122 	 1.52176
118.033 	 0.536632 	 0.976308
118.033 	 0.554098 	 0.545953
118.033 	 0.571496 	 0.278483
118.033 	 0.588807 	 0.646672
118.033 	 0.606009 	 1.82308
118.033 	 0.62308 	 4.30323
118.033 	 0.64 	 8.40667

123.934 	 0.38 	 19.5638
123.934 	 0.397096 	 13.7909
123.934 	 0.414319 	 9.62898
123.934 	 0.431648 	 6.77367
123.934 	 0.44906 	 4.90638
123.934 	 0.466535 	 3.59007
123.934 	 0.484052 	 2.79712
123.934 	 0.501588 	 2.04491
123.934 	 0.519122 	 1.42285
123.934 	 0.536632 	 0.89119
123.934 	 0.554098 	 0.468472
123.934 	 0.571496 	 0.193269
123.934 	 0.588807 	 0.573318
123.934 	 0.606009 	 1.74679
123.934 	 0.62308 	 4.23344
123.934 	 0.64 	 8.36764

129.836 	 0.38 	 19.1676
129.836 	 0.397096 	 13.4477
129.836 	 0.414319 	 9.33496
129.836 	 0.431648 	 6.52535
129.836 	 0.44906 	 4.69
129.836 	 0.466535 	 3.41371
129.836 	 0.484052 	 2.65099
129.836 	 0.501588 	 1.93695
129.836 	 0.519122 	 1.33906
129.836 	 0.536632 	 0.821737
129.836 	 0.554098 	 0.405086
129.836 	 0.571496 	 0.113313
129.836 	 0.588807 	 0.5128
129.836 	 0.606009 	 1.68115
129.836 	 0.62308 	 4.17864
129.836 	 0.64 	 8.34449

135.738 	 0.38 	 18.7825
135.738 	 0.397096 	 13.116
135.738 	 0.414319 	 9.05294
135.738 	 0.431648 	 6.28956
135.738 	 0.44906 	 4.48919
135.738 	 0.466535 	 3.25356
135.738 	 0.484052 	 2.52078
135.738 	 0.501588 	 1.84889
135.738 	 0.519122 	 1.27659
135.738 	 0.536632 	 0.773732
135.738 	 0.554098 	 0.347288
135.738 	 0.571496 	 0.0531244
135.738 	 0.588807 	 0.458608
135.738 	 0.606009 	 1.62619
135.738 	 0.62308 	 4.14298
135.738 	 0.64 	 8.33901

141.639 	 0.38 	 18.423
141.639 	 0.397096 	 12.8093
141.639 	 0.414319 	 8.79535
141.639 	 0.431648 	 6.07773
141.639 	 0.44906 	 4.31458
141.639 	 0.466535 	 3.12027
141.639 	 0.484052 	 2.41866
141.639 	 0.501588 	 1.78685
141.639 	 0.519122 	 1.24177
141.639 	 0.536632 	 0.74252
141.639 	 0.554098 	 0.303832
141.639 	 0.571496 	 0.0168896
141.639 	 0.588807 	 0.409741
141.639 	 0.606009 	 1.59472
141.639 	 0.62308 	 4.13457
141.639 	 0.64 	 8.3529

147.541 	 0.38 	 18.102
147.541 	 0.397096 	 12.5395
147.541 	 0.414319 	 8.57332
147.541 	 0.431648 	 5.90012
147.541 	 0.44906 	 4.17557
147.541 	 0.466535 	 3.02226
147.541 	 0.484052 	 2.35295
147.541 	 0.501588 	 1.75725
147.541 	 0.519122 	 1.24049
147.541 	 0.536632 	 0.74175
147.541 	 0.554098 	 0.284817
147.541 	 0.571496 	 3.46328e-10
147.541 	 0.588807 	 0.389448
147.541 	 0.606009 	 1.59184
147.541 	 0.62308 	 4.15621
147.541 	 0.64 	 8.39787

153.443 	 0.38 	 17.8304
153.443 	 0.397096 	 12.3169
153.443 	 0.414319 	 8.3962
153.443 	 0.431648 	 5.76524
153.443 	 0.44906 	 4.07979
153.443 	 0.466535 	 2.96633
153.443 	 0.484052 	 2.32992
153.443 	 0.501588 	 1.76549
153.443 	 0.519122 	 1.2775
153.443 	 0.536632 	 0.769006
